author,text
EAP,"['casting', 'eyes', 'upwards', 'beheld', 'spectacle', 'froze', 'current', 'blood']"
EAP,"['automaton', 'chess', 'player', 'invented', 'baron', 'kempelen', 'nobleman', 'presburg', 'hungary', 'afterwards', 'disposed', 'together', 'secret', 'operations', 'present', 'possessor']"
HPL,"['odd', 'ugly', 'beings', 'indeed', 'beings', 'world', 'yet', 'inchoate', 'rudely', 'fashioned']"
EAP,"['coming', 'said', 'somebody', 'staircase']"
HPL,"['shoud', 'present', 'recollections', 'meet', 'favour', 'might', 'later', 'set', 'anecdotes', 'old', 'times', 'survivor']"
MWS,"['windows', 'room', 'darkened', 'felt', 'kind', 'panic', 'seeing', 'pale', 'yellow', 'light', 'moon', 'illuminate', 'chamber']"
EAP,"['even', 'well', 'contrived', 'securities', 'sufficed', 'save', 'uttermost', 'agonies', 'living', 'inhumation', 'wretch', 'agonies', 'foredoomed', 'arrived', 'epoch', 'often', 'arrived', 'found', 'emerging', 'total', 'unconsciousness', 'first', 'feeble', 'indefinite', 'sense', 'existence']"
HPL,"['spent', 'better', 'part', 'morning', 'climbing', 'half', 'ruined', 'staircases', 'one', 'dilapidated', 'ancient', 'turrets']"
HPL,"['refused', 'intimating', 'vital', 'importance', 'complete', 'reading', 'diary', 'promising', 'explanation', 'due', 'course', 'time']"
HPL,"['following', 'washington', 'street', 'toward', 'river', 'faced', 'new', 'zone', 'former', 'industry', 'commerce', 'noting', 'ruins', 'factory', 'ahead', 'seeing', 'others', 'traces', 'old', 'railway', 'station', 'covered', 'railway', 'bridge', 'beyond', 'gorge', 'right']"
MWS,"['grasped', 'hand', 'moment', 'forgot', 'horror', 'misfortune', 'felt', 'suddenly', 'first', 'time', 'many', 'months', 'calm', 'serene', 'joy']"
EAP,"['every', 'request', 'positive', 'immediate', 'answer', 'end', 'long', 'long', 'end', 'exceedingly', 'requests', 'refused']"
MWS,"['crime', 'source', 'punishment', 'thanks', 'lessons', 'felix', 'sanguinary', 'laws', 'man', 'learned', 'work', 'mischief']"
MWS,"['still', 'hung', 'agony', 'despair', 'happened', 'look']"
HPL,"['race', 'permitted', 'learn', 'singularly', 'little', 'yet', 'small', 'knowledge', 'able', 'gain', 'seemed', 'depress', 'much']"
MWS,"['suddenly', 'became', 'father', 'mankind']"
EAP,"['behavior', 'part', 'eye', 'gutter', 'irritating', 'account', 'manifest', 'insolence', 'shameful', 'ingratitude', 'also', 'exceedingly', 'inconvenient', 'account', 'sympathy', 'always', 'exists', 'two', 'eyes', 'head', 'however', 'far', 'apart']"
EAP,"['entirely', 'said', 'prefect']"
EAP,"['whereupon', 'whole', 'company', 'maintained', 'dead', 'silence', 'nearly', 'minute']"
EAP,"['radiance', 'full', 'setting', 'blood', 'red', 'moon', 'shone', 'vividly', 'barely', 'discernible', 'fissure', 'spoken', 'extending', 'roof', 'building', 'zigzag', 'direction', 'base']"
HPL,"['many', 'times', 'came', 'bands', 'blue', 'coated', 'police', 'search', 'shaky', 'houses', 'though', 'last', 'ceased', 'come', 'grown', 'tired', 'law', 'order', 'abandoned', 'city', 'fate']"
EAP,"['yes', 'fairest', 'best', 'beloved', 'una', 'born']"
MWS,"['look', 'ha', 'see', 'plague', 'invested', 'form', 'incarnate', 'flesh', 'entwined', 'blinds', 'heaven', 'seeking', 'eyes']"
MWS,"['arrival', 'arabian', 'infused', 'new', 'life', 'soul']"
EAP,"['made', 'best', 'passed', 'night', 'board']"
EAP,"['hearts', 'stoutest', 'race', 'beat', 'violently', 'within', 'bosoms']"
EAP,"['knew', 'upbraid', 'seemed', 'conscious', 'weakness', 'folly', 'smiling', 'called', 'fate']"
EAP,"['feared', 'look', 'upon', 'things', 'horrible', 'grew', 'aghast', 'lest', 'nothing', 'see']"
EAP,"['yesterday', 'indeed', 'uncle']"
EAP,"['region', 'speak', 'dreary', 'region', 'libya', 'borders', 'river', 'zaire']"
EAP,"['propped', 'bed', 'pillows']"
EAP,"['thirteen', 'said', 'der', 'teufel', 'gasped', 'little', 'old', 'gentlemen', 'turning', 'pale', 'dropping', 'pipes', 'putting', 'right', 'legs', 'left', 'knees']"
EAP,"['thus', 'inserted', 'portion', 'cloth', 'forming', 'upper', 'part', 'bag', 'refastened', 'loops', 'hoop', 'would', 'impossible', 'since', 'cloth', 'intervened', 'series', 'large', 'buttons', 'affixed', 'cloth', 'three', 'feet', 'mouth', 'bag', 'intervals', 'buttons', 'made', 'correspond', 'intervals', 'loops']"
EAP,"['suspicion', 'person', 'let', 'us', 'proceed', 'methodically']"
HPL,"['kuranes', 'previously', 'entered', 'abyss', 'night', 'wondered', 'would', 'look', 'like', 'day', 'watched', 'anxiously', 'column', 'approached', 'brink']"
HPL,"['old', 'sam', 'hutchins', 'thought', 'something', 'turned', 'pale', 'nudging', 'fred', 'farr', 'pointing', 'dank', 'deep', 'hollow', 'yawned', 'close']"
MWS,"['would', 'brother', 'rather', 'devote', 'heart', 'broken', 'perdita', 'straw', 'chains', 'maniac', 'suffer', 'rest', 'peace', 'beneath', 'shadow', 'society', 'selected', 'beloved', 'recess']"
EAP,"['meantime', 'cabbages', 'turned', 'red', 'face', 'seemed', 'old', 'nick', 'taken', 'possession', 'every', 'thing', 'shape', 'timepiece']"
MWS,"['dire', 'blow', 'poor', 'elizabeth', 'relied', 'firmness', 'upon', 'justines', 'innocence']"
EAP,"['receive', 'expected', 'message', 'captain', 'nearly', 'week']"
MWS,"['acts', 'wanting', 'adorn', 'grim', 'train', 'waited', 'progress', 'plague']"
MWS,"['spent', 'days', 'nights', 'festivity', 'joined', 'ambitious', 'hopes', 'exulted', 'victory', 'shut', 'door', 'world', 'build', 'high', 'wall', 'separate', 'troubled', 'scene', 'enacted', 'within', 'precincts']"
HPL,"['day', 'patient', 'regained', 'consciousness', 'times', 'whispered', 'newest', 'dream', 'disjointedly', 'elwood']"
HPL,"['one', 'crumbling', 'top', 'another', 'black', 'gaping', 'holes', 'clock', 'dials']"
HPL,"['time', 'fascination', 'red', 'radiance', 'overcame', 'fright', 'crept', 'east', 'window', 'looked', 'whilst', 'maddening', 'incessant', 'piping', 'whined', 'reverberated', 'castle', 'village']"
HPL,"['soon', 'afterward', 'earl', 'sawyer', 'told', 'loungers', 'osborns', 'carpentry', 'going', 'whateley', 'farmhouse']"
HPL,"['thought', 'shudder', 'old', 'castro', 'told', 'legrasse', 'primal', 'great', 'ones', 'come', 'stars', 'brought', 'images']"
EAP,"['spot', 'intended', 'smaller', 'casks', 'occupy', 'respectively', 'inflation', 'balloon', 'privately', 'dug', 'hole', 'two', 'feet', 'deep', 'holes', 'forming', 'manner', 'circle', 'twenty', 'five', 'feet', 'diameter']"
EAP,"['seven', 'watch', 'weighed', 'started', 'home', 'make', 'worst', 'ström', 'slack', 'water', 'knew', 'would', 'eight']"
MWS,"['forever', 'ardent', 'craving', 'still', 'desired', 'love', 'fellowship', 'still', 'spurned']"
EAP,"['proper', 'submit', 'reader', 'passages', 'embody', 'suggestion', 'alluded']"
EAP,"['indeed', 'necessary', 'hope', 'enlisting', 'public', 'sympathy', 'behalf', 'inhabitants', 'design', 'give', 'history', 'calamitous', 'events', 'lately', 'occurred', 'within', 'limits']"
HPL,"['hand', 'picturesque', 'possibilities', 'enormous']"
HPL,"['finally', 'young', 'man', 'named', 'vercellius', 'son', 'pure', 'roman', 'parents', 'agreed', 'take', 'us', 'least', 'past', 'foothills']"
EAP,"['hastened', 'prevent', 'intrusion', 'immediately', 'returned', 'dying', 'antagonist']"
HPL,"['day', 'something', 'queer', 'unholy', 'growths', 'around', 'fearsome', 'hill']"
MWS,"['shall', 'expect', 'return', 'morrow', 'noon']"
EAP,"['assumed', 'cryptograph', 'english']"
MWS,"['mowers', 'scythe', 'times', 'heard', 'yet', 'joyless', 'haymakers', 'listlessly', 'turned', 'grass', 'forgot', 'cart', 'shepherd', 'sheared', 'sheep', 'would', 'let', 'wool', 'lie', 'scattered', 'winds', 'deeming', 'useless', 'provide', 'clothing', 'another', 'winter']"
EAP,"['valdemar', 'resided', 'principally', 'harlaem', 'ny', 'since', 'year', 'particularly', 'noticeable', 'extreme', 'spareness', 'person', 'lower', 'limbs', 'much', 'resembling', 'john', 'randolph', 'also', 'whiteness', 'whiskers', 'violent', 'contrast', 'blackness', 'hair', 'latter', 'consequence', 'generally', 'mistaken', 'wig']"
MWS,"['shall', 'become', 'wanderer', 'miserable', 'outcast', 'alone', 'alone', 'another', 'part', 'letter', 'mentioned', 'unhappy', 'little', 'could', 'see', 'hardly', 'dare', 'mention', 'leave', 'protection']"
EAP,"['pray', 'duc', 'de', 'lomelette', 'prince', 'de', 'foie', 'gras', 'come', 'age', 'author', 'mazurkiad', 'member', 'academy', 'divest', 'bidding', 'sweetest', 'pantaloons', 'ever', 'made', 'bourdon', 'daintiest', 'robe', 'de', 'chambre', 'ever', 'put', 'together', 'rombert', 'say', 'nothing', 'taking', 'hair', 'paper', 'mention', 'trouble', 'drawing', 'gloves']"
MWS,"['river', 'swollen', 'autumnal', 'rains', 'deluged', 'low', 'lands', 'adrian', 'favourite', 'boat', 'employed', 'dangerous', 'pastime', 'plucking', 'topmost', 'bough', 'submerged', 'oak']"
EAP,"['scene', 'two', 'outrages', 'naturally', 'supposed', 'identical']"
HPL,"['employ', 'music', 'rack', 'offering', 'choice', 'playing', 'memory', 'enchanted', 'hour', 'strains', 'never', 'heard', 'strains', 'must', 'devising']"
MWS,"['one', 'condition', 'would', 'make', 'nothing', 'without', 'concurrence']"
MWS,"['passed', 'three', 'days', 'rambles', 'length', 'discovered', 'open', 'country']"
EAP,"['vicinity', 'city', 'beset', 'working', 'days', 'week', 'much', 'sabbath', 'especially', 'released', 'claims', 'labor', 'deprived', 'customary', 'opportunities', 'crime', 'town', 'blackguard', 'seeks', 'precincts', 'town', 'love', 'rural', 'heart', 'despises', 'way', 'escape', 'restraints', 'conventionalities', 'society']"
EAP,"['mr', 'l', 'l', 'student', 'swooned']"
HPL,"['captain', 'rhode', 'island', 'forces', 'new', 'jersey', 'colonel', 'angell', 'met', 'married', 'phebe', 'hetfield', 'elizabethtown', 'brought', 'providence', 'upon', 'honourable', 'discharge', 'following', 'year']"
EAP,"['cum', 'ob', 'bug']"
HPL,"['learned', 'newspaper', 'accounts', 'catastrophe', 'first', 'brought', 'region', 'worlds', 'notice']"
MWS,"['even', 'can', 'not', 'recollect', 'without', 'passion', 'reveries', 'work', 'incomplete']"
HPL,"['heh', 'heh', 'heh', 'matt', 'eliot', 'mason', 'agin', 'sellin', 'dropped', 'aout', 'sight', 'jest']"
MWS,"['shall', 'two', 'years', 'thus', 'passed', 'day', 'adding', 'alienation', 'act', 'another', 'stone', 'piled', 'barrier', 'separates', 'us']"
MWS,"['gigantic', 'monster', 'said', 'arrived', 'night', 'armed', 'gun', 'many', 'pistols', 'putting', 'flight', 'inhabitants', 'solitary', 'cottage', 'fear', 'terrific', 'appearance']"
EAP,"['large', 'mirror', 'first', 'seemed', 'confusion', 'stood', 'none', 'perceptible', 'stepped', 'extremity', 'terror', 'mine', 'image', 'features', 'pale', 'dabbled', 'blood', 'advanced', 'meet', 'feeble', 'tottering', 'gait']"
EAP,"['late', 'afternoon', 'reached', 'quarter', 'great', 'distance', 'resided']"
EAP,"['thus', 'speaking', 'carefully', 'shaded', 'lamp', 'hurried', 'one', 'casements', 'threw', 'freely', 'open', 'storm']"
EAP,"['yet', 'calculate', 'analyse']"
MWS,"['solitary', 'chamber', 'rather', 'cell', 'top', 'house', 'separated', 'apartments', 'gallery', 'staircase', 'kept', 'workshop', 'filthy', 'creation', 'eyeballs', 'starting', 'sockets', 'attending', 'details', 'employment']"
HPL,"['remember', 'twilight', 'moon', 'soft', 'songs', 'window', 'rocked', 'sleep']"
EAP,"['two', 'cusps', 'appeared', 'tapering', 'sharp', 'faint', 'prolongation', 'exhibiting', 'farthest', 'extremity', 'faintly', 'illuminated', 'solar', 'rays', 'part', 'dark', 'hemisphere', 'visible']"
EAP,"['let', 'one', 'first', 'purposes', 'discover']"
EAP,"['upon', 'taking', 'hold', 'gave', 'sharp', 'bite', 'caused', 'let', 'drop']"
HPL,"['know', 'goin', 'aout', 'dunt', 'calclate', 'miss']"
EAP,"['found', 'upon', 'trial', 'powers', 'utterance', 'upon', 'inability', 'proceed', 'conversation', 'wife', 'concluded', 'totally', 'destroyed', 'fact', 'partially', 'impeded', 'discovered', 'interesting', 'crisis', 'dropped', 'voice', 'singularly', 'deep', 'guttural', 'might', 'still', 'continued', 'communication', 'sentiments', 'pitch', 'voice', 'guttural', 'depending', 'find', 'upon', 'current', 'breath', 'upon', 'certain', 'spasmodic', 'action', 'muscles', 'throat']"
MWS,"['communed', 'manner', 'silent', 'around']"
HPL,"['soldiers', 'fifth', 'cohort', 'xiith', 'legion', 'military', 'tribune', 'sex']"
HPL,"['one', 'came', 'back', 'night', 'old', 'fishing', 'town', 'legend', 'bade', 'poor', 'lonely', 'remember']"
HPL,"['met', 'one', 'road', 'presently', 'began', 'pass', 'deserted', 'farms', 'varying', 'stages', 'ruin']"
HPL,"['poetry', 'madness', 'could', 'justice', 'noises', 'heard', 'legrasses', 'men', 'ploughed', 'black', 'morass', 'toward', 'red', 'glare', 'muffled', 'tom', 'toms']"
MWS,"['knew', 'silence', 'disquieted', 'well', 'remembered', 'words', 'father', 'know', 'pleased', 'think', 'us', 'affection', 'shall', 'hear', 'regularly']"
EAP,"['god', 'great', 'pervading', 'things', 'nature', 'intentness']"
MWS,"['went', 'bought', 'basket', 'costly', 'fruits', 'natives', 'country', 'throwing', 'various', 'beautiful', 'flowers', 'bore', 'miserable', 'garret', 'friend']"
MWS,"['left', 'room', 'locking', 'door', 'made', 'solemn', 'vow', 'heart', 'never', 'resume', 'labours', 'trembling', 'steps', 'sought', 'apartment']"
HPL,"['extremists', 'sometimes', 'said', 'house', 'unlucky', 'far', 'even', 'went']"
HPL,"['long', 'dog', 'trot', 'ruined', 'station', 'great', 'brick', 'warehouse', 'walls', 'around', 'seemed', 'somehow', 'terrifying', 'fronts', 'private', 'houses']"
HPL,"['reared', 'mexican', 'cattle', 'thief', 'given', 'name', 'juan', 'differed', 'little', 'fellows']"
EAP,"['result', 'natural', 'style', 'gardening', 'seen', 'rather', 'absence', 'defects', 'incongruities', 'prevalence', 'beautiful', 'harmony', 'order', 'creation', 'special', 'wonders', 'miracles']"
MWS,"['study', 'secluded', 'intercourse', 'fellow', 'creatures', 'rendered', 'unsocial', 'clerval', 'called', 'forth', 'better', 'feelings', 'heart', 'taught', 'love', 'aspect', 'nature', 'cheerful', 'faces', 'children']"
MWS,"['desire', 'company', 'man', 'could', 'sympathize', 'whose', 'eyes', 'would', 'reply', 'mine']"
MWS,"['lingered', 'awhile', 'desirous', 'taking', 'leave', 'perdita', 'window', 'observed', 'approach', 'sun']"
MWS,"['although', 'could', 'consent', 'go', 'hear', 'little', 'conceited', 'fellow', 'deliver', 'sentences', 'pulpit', 'recollected', 'said', 'waldman', 'never', 'seen', 'hitherto', 'town']"
HPL,"['among', 'agonies', 'days', 'chief', 'torments', 'inarticulateness']"
EAP,"['wishes', 'prove', 'marie', 'assassinated', 'corpse']"
EAP,"['course', 'matter', 'little', 'consequence', 'even', 'able', 'place', 'window', 'top', 'balloon', 'would', 'prevented', 'making', 'use']"
MWS,"['preparations', 'battle', 'nay', 'battle', 'far', 'different', 'thing', 'imagination', 'pictured']"
EAP,"['fruiterer', 'replied', 'friend', 'brought', 'conclusion', 'mender', 'soles', 'sufficient', 'height', 'xerxes', 'et', 'id', 'genus', 'omne']"
EAP,"['must', 'regard', 'quality', 'sentiment', 'perception', 'thinking', 'beings', 'adaptation', 'matter', 'organization']"
EAP,"['consider', 'arrangement', 'candles', 'another', 'reason', 'immediately', 'presents']"
EAP,"['crowd', 'departed']"
MWS,"['busy', 'stage', 'life', 'virtues', 'heroes', 'actions', 'men', 'theme', 'hope', 'dream', 'become', 'one', 'among', 'whose', 'names', 'recorded', 'story', 'gallant', 'adventurous', 'benefactors', 'species']"
EAP,"['could', 'dreaming']"
EAP,"['practical', 'value', 'depends', 'upon', 'replied', 'dupin', 'prefect', 'cohort', 'fail', 'frequently', 'first', 'default', 'identification', 'secondly', 'ill', 'admeasurement', 'rather', 'non', 'admeasurement', 'intellect', 'engaged']"
EAP,"['penny', 'liner', 'buffoon']"
HPL,"['street', 'drank', 'dreams', 'young', 'people', 'rejoiced', 'dwellers', 'became', 'graceful', 'happy']"
MWS,"['tell', 'lionel', 'consent', 'marry', 'young', 'lady']"
HPL,"['scrambling', 'way', 'time', 'battery', 'burned', 'low', 'passage', 'suddenly', 'inclined', 'sharply', 'upward', 'altering', 'mode', 'progress']"
HPL,"['words', 'beliefs', 'expressed', 'ten', 'weeks', 'seemed', 'bodied', 'forth', 'darkness', 'beyond', 'small', 'circle', 'candle', 'light', 'sickened', 'hollow', 'altered', 'voice', 'host']"
HPL,"['thar', 'rud', 'beyont', 'glen', 'mis', 'corey', 'theys', 'suthin', 'ben', 'thar', 'smells', 'like', 'thunder', 'bushes', 'little', 'trees', 'pushed', 'back', 'rud', 'like', 'theyd', 'haouse', 'ben', 'moved', 'along']"
HPL,"['haowd', 'ye', 'like', 'livin', 'taown', 'like', 'everything', 'rottin', 'dyin', 'boarded', 'monsters', 'crawlin', 'bleatin', 'barkin', 'hoppin', 'araoun', 'black', 'cellars', 'attics', 'every', 'way', 'ye', 'turn']"
EAP,"['wanting', 'radiant', 'lustre', 'eyes', 'letters', 'lambent', 'golden', 'grew', 'duller', 'saturnian', 'lead']"
MWS,"['surely', 'might', 'fulfil', 'destiny', 'drawing', 'close']"
MWS,"['debate', 'ended', 'three', 'morning']"
MWS,"['many', 'pitched', 'battles', 'word', 'spoken', 'hardly', 'look', 'interchanged', 'resolved', 'submit']"
EAP,"['awaiting', 'continued', 'looking', 'toward', 'door', 'apartment', 'awaiting', 'person', 'although', 'perhaps', 'perpetrator', 'butcheries', 'must', 'measure', 'implicated', 'perpetration']"
EAP,"['eulogies', 'mr', 'crab', 'editors', 'name', 'however', 'means', 'fulsomely', 'indiscriminate']"
HPL,"['subconscious', 'residuum', 'influenced', 'art', 'profoundly', 'shewed', 'morbid', 'statue', 'whose', 'contours', 'almost', 'made', 'shake', 'potency', 'black', 'suggestion']"
EAP,"['one', 'period', 'thought', 'really', 'intended', 'quack']"
HPL,"['hoped', 'desperately', 'storm', 'would', 'last', 'well', 'dark', 'hope', 'turned', 'aimless', 'hillside', 'searching', 'toward', 'nearest', 'inhabited', 'hamlet', 'gather', 'body', 'squatters', 'helpers', 'investigation']"
MWS,"['diana', 'fully', 'worthy', 'deepest', 'affection']"
MWS,"['oh', 'fie', 'cast', 'blank', 'look', 'human', 'melancholy']"
EAP,"['engagement', 'severe', 'cold', 'perceive', 'afflicted']"
EAP,"['rather', 'thus', 'carried', 'execution']"
MWS,"['evening', 'approached', 'beheld', 'sun', 'set']"
EAP,"['sure', 'voice', 'one', 'countrymen']"
EAP,"['compromised', 'case', 'mr', 'snap']"
MWS,"['thought', 'sensation', 'madness', 'promise', 'creating', 'another', 'like', 'trembling', 'passion', 'tore', 'pieces', 'thing', 'engaged']"
EAP,"['said', 'thoughtfully', 'reason', 'waters', 'lake', 'grow', 'blacker', 'age', 'melancholy', 'hours', 'run']"
MWS,"['death', 'snatches', 'away', 'many', 'blooming', 'children', 'hopes', 'doting', 'parents', 'many', 'brides', 'youthful', 'lovers', 'one', 'day', 'bloom', 'health', 'hope', 'next', 'prey', 'worms', 'decay', 'tomb', 'materials', 'made', 'could', 'thus', 'resist', 'many', 'shocks', 'like', 'turning', 'wheel', 'continually', 'renewed', 'torture']"
MWS,"['great', 'god', 'would', 'one', 'day', 'thus']"
HPL,"['iä', 'rlyeh', 'cthulhu', 'fhtagn', 'iä', 'iä', 'shall', 'shoot', 'can', 'not', 'made', 'shoot', 'shall', 'plan', 'cousins', 'escape', 'canton', 'madhouse', 'together', 'shall', 'go', 'marvel', 'shadowed', 'innsmouth']"
EAP,"['dreams', 'aidenn', 'whispered', 'infinity', 'matter', 'sole', 'purpose', 'afford', 'infinite', 'springs', 'soul', 'may', 'allay', 'thirst', 'know', 'ever', 'unquenchable', 'within', 'since', 'quench', 'would', 'extinguish', 'souls', 'self']"
HPL,"['humanly', 'possible', 'would', 'use', 'would', 'risk', 'street', 'wandering', 'take', 'nearest', 'intact', 'highway', 'bridge']"
MWS,"['something', 'fearful', 'one', 'thus', 'conquer', 'animal', 'part', 'nature', 'victory', 'effect', 'consummate', 'virtue', 'without', 'mixture', 'feeling', 'beheld', 'figure', 'countess', 'awake', 'others', 'slept', 'fasting', 'abstemious', 'naturally', 'rendered', 'fever', 'preyed', 'forced', 'recruit', 'food']"
MWS,"['hours', 'passed', 'scene', 'ruin', 'sought', 'raymond']"
HPL,"['would', 'shout', 'world', 'danger', 'since', 'elder', 'things', 'wished', 'strip', 'drag', 'away', 'solar', 'system', 'cosmos', 'matter', 'plane', 'phase', 'entity', 'fallen', 'vigintillions', 'aeons', 'ago']"
EAP,"['end', 'text', 'notes', 'hans', 'pfaal', 'note', 'strictly', 'speaking', 'little', 'similarity', 'sketchy', 'trifle', 'celebrated', 'moon', 'story', 'mr', 'locke', 'character', 'hoaxes', 'although', 'one', 'tone', 'banter', 'downright', 'earnest', 'hoaxes', 'subject', 'moon', 'moreover', 'attempt', 'give', 'plausibility', 'scientific', 'detail', 'author', 'hans', 'pfaall', 'thinks', 'necessary', 'say', 'self', 'defence', 'jeu', 'desprit', 'published', 'southern', 'literary', 'messenger', 'three', 'weeks', 'commencement', 'mr', 'ls', 'new', 'york', 'sun', 'fancying', 'likeness', 'perhaps', 'exist', 'new', 'york', 'papers', 'copied', 'hans', 'pfaall', 'collated', 'moon', 'hoax', 'way', 'detecting', 'writer', 'one', 'writer']"
EAP,"['experience', 'shown', 'drowned', 'bodies', 'bodies', 'thrown', 'water', 'immediately', 'death', 'violence', 'require', 'six', 'ten', 'days', 'decomposition', 'take', 'place', 'bring', 'top', 'water']"
EAP,"['murderers', 'escape', 'one', 'windows']"
HPL,"['theres', 'certain', 'change', 'personal', 'appearance']"
MWS,"['perdita', 'presented', 'raymond', 'first', 'words', 'beloved', 'embrace', 'child', 'come', 'hither', 'sweet', 'one', 'said', 'father', 'know', 'knew', 'voice', 'cast', 'arms', 'half', 'bashful', 'uncontrollable', 'emotion']"
MWS,"['consented', 'request', 'taking', 'little', 'hand', 'followed', 'raymond']"
MWS,"['knew', 'go', 'seek', 'sympathy', 'solitary', 'heath', 'lowly', 'roof', 'around', 'desart', 'came', 'sun', 'beam', 'winter', 'adorn', 'helps', 'dissolve', 'drifted', 'snow']"
HPL,"['somehow', 'taken', 'granted', 'house', 'abandoned', 'yet', 'approached', 'sure', 'though', 'walks', 'indeed', 'overgrown', 'weeds', 'seemed', 'retain', 'nature', 'little', 'well', 'argue', 'complete', 'desertion']"
EAP,"['civil', 'even', 'cordial', 'manner', 'intent', 'observing', 'arrangements', 'dwelling', 'much', 'interested', 'personal', 'appearance', 'tenant']"
MWS,"['habit', 'would', 'dull', 'sense', 'enjoyment', 'power', 'struggles', 'disappointment', 'defeat', 'await', 'end', 'would', 'expire', 'maturity']"
MWS,"['arrived', 'weary', 'wandering', 'sixteen', 'years', 'although', 'gone', 'many', 'dangers', 'misfortunes', 'affections', 'entire', 'blank']"
HPL,"['seemed', 'know', 'drew', 'pocket', 'electric', 'light', 'looked', 'like', 'one', 'pocket', 'nervously', 'tested', 'flashes']"
MWS,"['suspected', 'unaccustomed', 'poverty', 'cause', 'mystery', 'artist', 'unwilling', 'seen', 'garb', 'abode', 'want']"
EAP,"['intervals', 'period', 'made', 'every', 'endeavor', 'conciliate', 'three', 'creditors', 'given', 'much', 'annoyance']"
MWS,"['farmers', 'cottagers', 'contrary', 'struck', 'fear', 'solitude', 'madly', 'desirous', 'medical', 'assistance', 'flocked', 'towns']"
HPL,"['child', 'boy', 'came', 'december', 'still', 'born']"
EAP,"['impossible', 'person', 'well', 'known', 'thousands', 'young', 'woman', 'passed', 'three', 'blocks', 'without', 'one', 'seen', 'one', 'saw', 'would', 'remembered', 'interested', 'knew']"
MWS,"['enchain', 'plague', 'limits', 'set', 'term', 'misery', 'would', 'occasion', 'courage', 'forbearance', 'watchfulness', 'forces', 'bring', 'towards', 'great', 'work']"
MWS,"['still', 'wishes', 'endeavours', 'directed', 'towards', 'peace', 'chief', 'discomfort', 'arose', 'perception', 'exerted', 'vain']"
EAP,"['taper', 'ankle', 'sandalled', 'foot']"
EAP,"['excellent', 'paths', 'material', 'nicely', 'adapted', 'velvety', 'sod', 'filling', 'frequent', 'intervals', 'stones', 'led', 'hither', 'thither', 'house', 'crystal', 'spring', 'five', 'paces', 'road', 'one', 'two', 'houses', 'lay', 'north', 'beyond', 'brook', 'thoroughly', 'concealed', 'locusts', 'catalpas']"
MWS,"['peace', 'peace', 'learn', 'miseries', 'seek', 'increase']"
EAP,"['felt', 'wrists', 'bell', 'rope', 'found']"
EAP,"['rest', 'adventure', 'believe', 'well', 'acquainted']"
MWS,"['could', 'divine', 'breach', 'occasioned', 'raymond', 'perdita', 'already', 'irreparable', 'knew', 'present', 'system', 'would', 'widened', 'day', 'result', 'must', 'destroy', 'lovers', 'happiness', 'implant', 'fangs', 'remorse', 'heart']"
HPL,"['revolver', 'knew', 'thinking', 'crazed', 'italian', 'police']"
MWS,"['twenty', 'eight', 'reality', 'illiterate', 'many', 'schoolboys', 'fifteen']"
EAP,"['breathe', 'hour', 'farthest', 'would', 'matter', 'impossibility', 'even', 'term', 'could', 'extended', 'hour', 'quarter', 'ruinous', 'consequences', 'might', 'ensue']"
EAP,"['coin', 'rather', 'four', 'hundred', 'fifty', 'thousand', 'dollars', 'estimating', 'value', 'pieces', 'accurately', 'could', 'tables', 'period']"
MWS,"['also', 'became', 'poet', 'one', 'year', 'lived', 'paradise', 'creation', 'imagined', 'also', 'might', 'obtain', 'niche', 'temple', 'names', 'homer', 'shakespeare', 'consecrated']"
HPL,"['horrible', 'yet', 'hardly', 'surprise']"
HPL,"['suddenly', 'great', 'chasm', 'opened', 'ten', 'feet', 'deep', 'let', 'hands', 'drop', 'slanting', 'floor', 'crawl', 'perilously', 'natural', 'defile', 'opposite', 'wall']"
HPL,"['hill', 'amid', 'scented', 'grasses', 'brilliant', 'flowers', 'walked', 'kuranes', 'bubbling', 'naraxa', 'small', 'wooden', 'bridge', 'carved', 'name', 'many', 'years', 'ago', 'whispering', 'grove', 'great', 'stone', 'bridge', 'city', 'gate']"
MWS,"['alas', 'must', 'ever', 'conceal', 'wretchedness', 'consumes']"
HPL,"['one', 'could', 'develop', 'sorts', 'aural', 'delusions', 'morbid', 'old', 'house', 'gilman', 'even', 'daylight', 'feel', 'certain', 'noises', 'rat', 'scratchings', 'came', 'black', 'voids', 'beyond', 'slanting', 'wall', 'slanting', 'ceiling']"
HPL,"['yet', 'still', 'came', 'monotonous', 'piping', 'afar', 'wild', 'weird', 'airs', 'made', 'think', 'dance', 'fauns', 'distant', 'maenalus']"
MWS,"['periods', 'dreadful', 'ones', 'despaired', 'doubted', 'existence', 'duty', 'reality', 'crime', 'shudder', 'turn', 'rememberance']"
MWS,"['adrian', 'obliged', 'exert', 'utmost', 'prudence', 'first', 'allay', 'discord', 'provide', 'multitude', 'invaders']"
HPL,"['thing', 'breathed', 'tail', 'tentacles', 'rhythmically', 'changed', 'colour', 'circulatory', 'cause', 'normal', 'non', 'human', 'side', 'ancestry']"
MWS,"['returned', 'windsor', 'wish', 'idris', 'seemed', 'think', 'greater', 'safety', 'children', 'spot', 'taken', 'guardianship', 'district', 'would', 'desert', 'inhabitant', 'survived']"
EAP,"['appeared', 'german']"
HPL,"['began', 'ascend', 'stairs', 'joined', 'attic']"
